Time,Rep,PopSizeF,PopSizeM,PopSizeM_Maj,PopSizeM_Min,PopSizeM_Juv,PopSize,CurrentEnv,avg_env,avg_thr,avg_res,avg_condition,avg_majM_condition,avg_minM_condition,avg_juvM_condition,avg_F_condition,avg_majM_display,iniT,MRate,MStdDev,Extinction
395,34,1,0,0,0,0,1,2.22452,1.29377,0,0.991778,0.061032,-nan,-nan,-nan,0.061032,-nan,0,0.02,0.005,1
329,35,0,1,1,0,0,1,2.15501,1.21572,0,0.954989,0.0157022,0.0157022,-nan,-nan,-nan,0.0157022,0,0.02,0.005,1
360,36,2,0,0,0,0,2,2.124,1.19951,0,0.964669,0.0401811,-nan,-nan,-nan,0.0401811,-nan,0,0.02,0.005,1
349,37,1,0,0,0,0,1,2.18554,1.27054,0,0.947661,0.0326655,-nan,-nan,-nan,0.0326655,-nan,0,0.02,0.005,1
353,38,0,1,1,0,0,1,2.19757,1.23244,0,0.973423,0.00829531,0.00829531,-nan,-nan,-nan,0.00829531,0,0.02,0.005,1
373,39,2,0,0,0,0,2,2.18859,1.25329,0,0.967491,0.0321955,-nan,-nan,-nan,0.0321955,-nan,0,0.02,0.005,1
349,40,1,0,0,0,0,1,2.22446,1.25584,0,0.990484,0.0218576,-nan,-nan,-nan,0.0218576,-nan,0,0.02,0.005,1
353,41,3,0,0,0,0,3,2.13082,1.19249,0,0.974574,0.036249,-nan,-nan,-nan,0.036249,-nan,0,0.02,0.005,1
385,42,1,0,0,0,0,1,2.18827,1.23563,0,0.968566,0.0159318,-nan,-nan,-nan,0.0159318,-nan,0,0.02,0.005,1
430,43,1,0,0,0,0,1,2.32724,1.38176,0,0.976061,0.0305813,-nan,-nan,-nan,0.0305813,-nan,0,0.02,0.005,1
330,44,3,0,0,0,0,3,2.04929,1.14114,0,0.93447,0.0263148,-nan,-nan,-nan,0.0263148,-nan,0,0.02,0.005,1
369,45,0,1,1,0,0,1,2.24205,1.30214,0,0.992817,0.0529051,0.0529051,-nan,-nan,-nan,0.0529051,0,0.02,0.005,1
338,46,3,0,0,0,0,3,2.17722,1.22357,0,0.975698,0.0220526,-nan,-nan,-nan,0.0220526,-nan,0,0.02,0.005,1
369,47,2,0,0,0,0,2,2.21356,1.26163,0,0.987968,0.0360362,-nan,-nan,-nan,0.0360362,-nan,0,0.02,0.005,1
376,48,1,0,0,0,0,1,2.17116,1.24118,0,0.93833,0.00835349,-nan,-nan,-nan,0.00835349,-nan,0,0.02,0.005,1
342,49,1,0,0,0,0,1,2.20865,1.25045,0,0.961185,0.00298644,-nan,-nan,-nan,0.00298644,-nan,0,0.02,0.005,1
365,0,1,0,0,0,0,1,2.19195,1.24593,0.25,0.97511,0.0290922,-nan,-nan,-nan,0.0290922,-nan,0.25,0.02,0.005,1
339,1,0,2,0,2,0,2,2.1262,1.18352,0.25,0.979995,0.0373223,-nan,0.0373223,-nan,-nan,-nan,0.25,0.02,0.005,1
345,2,0,0,0,0,0,0,2.17068,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.25,0.02,0.005,1
363,3,0,2,0,2,0,2,2.23912,1.2986,0.25,0.980356,0.0398399,-nan,0.0398399,-nan,-nan,-nan,0.25,0.02,0.005,1
308,4,4,0,0,0,0,4,2.10925,1.1805,0.25,0.96985,0.0410996,-nan,-nan,-nan,0.0410996,-nan,0.25,0.02,0.005,1
358,5,0,1,0,1,0,1,2.19218,1.23428,0.25,0.95841,0.000508386,-nan,0.000508386,-nan,-nan,-nan,0.25,0.02,0.005,1
349,6,2,0,0,0,0,2,2.15025,1.20453,0.25,0.977805,0.0320842,-nan,-nan,-nan,0.0320842,-nan,0.25,0.02,0.005,1
391,7,0,0,0,0,0,0,2.20703,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.25,0.02,0.005,1
336,8,0,1,0,1,0,1,2.17916,1.2053,0.25,0.980887,0.0070339,-nan,0.0070339,-nan,-nan,-nan,0.25,0.02,0.005,1
369,9,0,0,0,0,0,0,2.1163,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.25,0.02,0.005,1
361,10,1,0,0,0,0,1,2.18191,1.22927,0.25,0.97576,0.0231112,-nan,-nan,-nan,0.0231112,-nan,0.25,0.02,0.005,1
348,11,1,0,0,0,0,1,2.12329,1.17743,0.25,0.964081,0.0182288,-nan,-nan,-nan,0.0182288,-nan,0.25,0.02,0.005,1
352,12,0,2,0,2,0,2,2.10702,1.16974,0.25,0.980011,0.0427322,-nan,0.0427322,-nan,-nan,-nan,0.25,0.02,0.005,1
361,13,1,0,0,0,0,1,2.14141,1.21786,0.25,0.964563,0.0410089,-nan,-nan,-nan,0.0410089,-nan,0.25,0.02,0.005,1
338,14,6,0,0,0,0,6,2.09517,1.20251,0.25,0.924474,0.0318141,-nan,-nan,-nan,0.0318141,-nan,0.25,0.02,0.005,1
363,15,4,0,0,0,0,4,2.25069,1.30163,0.25,0.980606,0.0315506,-nan,-nan,-nan,0.0315506,-nan,0.25,0.02,0.005,1
350,16,1,0,0,0,0,1,2.10654,1.16043,0.25,0.9631,0.0169975,-nan,-nan,-nan,0.0169975,-nan,0.25,0.02,0.005,1
348,17,0,0,0,0,0,0,2.10932,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.25,0.02,0.005,1
310,18,1,0,0,0,0,1,2.14194,1.22428,0.25,0.96112,0.0434657,-nan,-nan,-nan,0.0434657,-nan,0.25,0.02,0.005,1
369,19,1,0,0,0,0,1,2.1984,1.25809,0.25,0.992198,0.0518805,-nan,-nan,-nan,0.0518805,-nan,0.25,0.02,0.005,1
377,20,0,1,0,1,0,1,2.21188,1.24564,0.25,0.975597,0.00935462,-nan,0.00935462,-nan,-nan,-nan,0.25,0.02,0.005,1
376,21,1,0,0,0,0,1,2.15401,1.21814,0.25,0.97885,0.0429811,-nan,-nan,-nan,0.0429811,-nan,0.25,0.02,0.005,1
372,22,2,0,0,0,0,2,2.14589,1.21904,0.25,0.961705,0.0348585,-nan,-nan,-nan,0.0348585,-nan,0.25,0.02,0.005,1
346,23,0,3,0,3,0,3,2.09861,1.15815,0.25,0.970752,0.0302893,-nan,0.0302893,-nan,-nan,-nan,0.25,0.02,0.005,1
350,24,2,0,0,0,0,2,2.1085,1.18933,0.25,0.956046,0.0368794,-nan,-nan,-nan,0.0368794,-nan,0.25,0.02,0.005,1
373,25,4,0,0,0,0,4,2.19406,1.2784,0.25,0.939068,0.0234126,-nan,-nan,-nan,0.0234126,-nan,0.25,0.02,0.005,1
381,26,1,0,0,0,0,1,2.27284,1.32826,0.25,0.990872,0.0462944,-nan,-nan,-nan,0.0462944,-nan,0.25,0.02,0.005,1
354,27,1,0,0,0,0,1,2.12404,1.20438,0.25,0.9821,0.0624467,-nan,-nan,-nan,0.0624467,-nan,0.25,0.02,0.005,1
341,28,0,1,0,1,0,1,2.15487,1.16585,0.25,0.994828,0.00580515,-nan,0.00580515,-nan,-nan,-nan,0.25,0.02,0.005,1
390,29,2,0,0,0,0,2,2.30141,1.3386,0.25,0.985859,0.0230506,-nan,-nan,-nan,0.0230506,-nan,0.25,0.02,0.005,1
328,30,0,2,0,2,0,2,2.19404,1.2654,0.25,0.983544,0.0549062,-nan,0.0549062,-nan,-nan,-nan,0.25,0.02,0.005,1
346,31,0,2,0,2,0,2,2.13939,1.19978,0.25,0.980452,0.0408496,-nan,0.0408496,-nan,-nan,-nan,0.25,0.02,0.005,1
327,32,0,3,0,3,0,3,2.15792,1.21647,0.25,0.989368,0.0479154,-nan,0.0479154,-nan,-nan,-nan,0.25,0.02,0.005,1
347,33,1,0,0,0,0,1,2.18915,1.20124,0.25,0.994344,0.00642651,-nan,-nan,-nan,0.00642651,-nan,0.25,0.02,0.005,1
342,34,0,1,0,1,0,1,2.16929,1.1939,0.25,0.994498,0.0191073,-nan,0.0191073,-nan,-nan,-nan,0.25,0.02,0.005,1
378,35,0,2,0,2,0,2,2.19076,1.26984,0.25,0.929134,0.00821244,-nan,0.00821244,-nan,-nan,-nan,0.25,0.02,0.005,1
367,36,0,2,0,2,0,2,2.17466,1.23466,0.25,0.971101,0.0311016,-nan,0.0311016,-nan,-nan,-nan,0.25,0.02,0.005,1
353,37,0,1,0,1,0,1,2.16789,1.19743,0.25,0.982125,0.0116571,-nan,0.0116571,-nan,-nan,-nan,0.25,0.02,0.005,1
376,38,1,0,0,0,0,1,2.15104,1.22303,0.25,0.929229,0.00121692,-nan,-nan,-nan,0.00121692,-nan,0.25,0.02,0.005,1
358,39,0,7,0,7,0,7,2.24732,1.3211,0.25,0.973167,0.0469485,-nan,0.0469485,-nan,-nan,-nan,0.25,0.02,0.005,1
345,40,0,1,0,1,0,1,2.116,1.17832,0.25,0.958816,0.0211386,-nan,0.0211386,-nan,-nan,-nan,0.25,0.02,0.005,1
357,41,1,0,0,0,0,1,2.16707,1.22275,0.25,0.945337,0.00101284,-nan,-nan,-nan,0.00101284,-nan,0.25,0.02,0.005,1
359,42,0,1,0,1,0,1,2.20455,1.24137,0.25,0.99206,0.0288779,-nan,0.0288779,-nan,-nan,-nan,0.25,0.02,0.005,1
352,43,0,3,0,3,0,3,2.05843,1.1139,0.25,0.981293,0.0367624,-nan,0.0367624,-nan,-nan,-nan,0.25,0.02,0.005,1
342,44,0,2,0,2,0,2,2.11277,1.17319,0.25,0.994615,0.0550412,-nan,0.0550412,-nan,-nan,-nan,0.25,0.02,0.005,1
355,45,1,0,0,0,0,1,2.11304,1.17244,0.25,0.993235,0.0526411,-nan,-nan,-nan,0.0526411,-nan,0.25,0.02,0.005,1
360,46,0,2,0,2,0,2,2.202,1.25259,0.25,0.977356,0.0279455,-nan,0.0279455,-nan,-nan,-nan,0.25,0.02,0.005,1
328,47,0,1,0,1,0,1,2.16697,1.21904,0.25,0.987897,0.0399687,-nan,0.0399687,-nan,-nan,-nan,0.25,0.02,0.005,1
377,48,2,0,0,0,0,2,2.2121,1.24611,0.25,0.977753,0.011761,-nan,-nan,-nan,0.011761,-nan,0.25,0.02,0.005,1
354,49,0,5,0,5,0,5,2.18426,1.23645,0.25,0.973541,0.0257336,-nan,0.0257336,-nan,-nan,-nan,0.25,0.02,0.005,1
360,0,1,0,0,0,0,1,2.17759,1.23641,0,0.995184,0.0540018,-nan,-nan,-nan,0.0540018,-nan,0,0.04,0.005,1
357,1,1,0,0,0,0,1,2.09802,1.18657,0,0.997138,0.085692,-nan,-nan,-nan,0.085692,-nan,0,0.04,0.005,1
368,2,1,0,0,0,0,1,2.26502,1.31294,0,0.981952,0.029881,-nan,-nan,-nan,0.029881,-nan,0,0.04,0.005,1
393,3,1,0,0,0,0,1,2.2297,1.28373,0,0.987567,0.0415991,-nan,-nan,-nan,0.0415991,-nan,0,0.04,0.005,1
350,4,0,1,1,0,0,1,2.15787,1.18464,0,0.977074,0.00384246,0.00384246,-nan,-nan,-nan,0.00384246,0,0.04,0.005,1
375,5,1,0,0,0,0,1,2.25431,1.31472,0,0.983034,0.0434368,-nan,-nan,-nan,0.0434368,-nan,0,0.04,0.005,1
402,6,2,0,0,0,0,2,2.24124,1.33345,0,0.936863,0.0290751,-nan,-nan,-nan,0.0290751,-nan,0,0.04,0.005,1
318,7,1,0,0,0,0,1,2.04678,1.11271,0,0.954071,0.020004,-nan,-nan,-nan,0.020004,-nan,0,0.04,0.005,1
362,8,1,0,0,0,0,1,2.13496,1.21509,0,0.960472,0.0406008,-nan,-nan,-nan,0.0406008,-nan,0,0.04,0.005,1
341,9,0,1,1,0,0,1,2.20544,1.23972,0,0.975487,0.00977179,0.00977179,-nan,-nan,-nan,0.00977179,0,0.04,0.005,1
346,10,1,0,0,0,0,1,2.18339,1.24125,0,0.977834,0.0356861,-nan,-nan,-nan,0.0356861,-nan,0,0.04,0.005,1
349,11,1,0,0,0,0,1,2.19984,1.25378,0,0.952244,0.00618367,-nan,-nan,-nan,0.00618367,-nan,0,0.04,0.005,1
341,12,0,1,1,0,0,1,2.16098,1.24643,0,0.96223,0.0476749,0.0476749,-nan,-nan,-nan,0.0476749,0,0.04,0.005,1
350,13,0,1,1,0,0,1,2.05801,1.10912,0,0.953924,0.00503539,0.00503539,-nan,-nan,-nan,0.00503539,0,0.04,0.005,1
350,14,0,3,3,0,0,3,2.18513,1.25315,0,0.959053,0.0270727,0.0270727,-nan,-nan,-nan,0.0270727,0,0.04,0.005,1
331,15,0,1,1,0,0,1,2.09972,1.20562,0,0.925418,0.0313192,0.0313192,-nan,-nan,-nan,0.0313192,0,0.04,0.005,1
355,16,7,0,0,0,0,7,2.2564,1.34332,0,0.955629,0.0425479,-nan,-nan,-nan,0.0425479,-nan,0,0.04,0.005,1
311,17,0,3,3,0,0,3,2.06425,1.11664,0,0.989389,0.0417836,0.0417836,-nan,-nan,-nan,0.0417836,0,0.04,0.005,1
397,18,1,0,0,0,0,1,2.20395,1.24075,0,0.965372,0.0021686,-nan,-nan,-nan,0.0021686,-nan,0,0.04,0.005,1
358,19,3,0,0,0,0,3,2.20085,1.27777,0,0.970184,0.0470994,-nan,-nan,-nan,0.0470994,-nan,0,0.04,0.005,1
384,20,0,0,0,0,0,0,2.23287,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0.04,0.005,1
363,21,1,0,0,0,0,1,2.1662,1.2131,0,0.988884,0.035785,-nan,-nan,-nan,0.035785,-nan,0,0.04,0.005,1
380,22,4,0,0,0,0,4,2.25739,1.34269,0,0.93814,0.0234358,-nan,-nan,-nan,0.0234358,-nan,0,0.04,0.005,1
369,23,0,1,1,0,0,1,2.21847,1.26785,0,0.982009,0.0313899,0.0313899,-nan,-nan,-nan,0.0313899,0,0.04,0.005,1
334,24,0,1,1,0,0,1,2.14484,1.19947,0,0.994753,0.0493824,0.0493824,-nan,-nan,-nan,0.0493824,0,0.04,0.005,1
346,25,0,2,2,0,0,2,2.12833,1.22647,0,0.948409,0.04655,0.04655,-nan,-nan,-nan,0.04655,0,0.04,0.005,1
362,26,1,0,0,0,0,1,2.27129,1.31654,0,0.970457,0.0157105,-nan,-nan,-nan,0.0157105,-nan,0,0.04,0.005,1
357,27,2,0,0,0,0,2,2.12794,1.19784,0,0.956748,0.0266515,-nan,-nan,-nan,0.0266515,-nan,0,0.04,0.005,1
347,28,0,1,1,0,0,1,2.19579,1.21796,0,0.987614,0.00978675,0.00978675,-nan,-nan,-nan,0.00978675,0,0.04,0.005,1
357,29,0,1,1,0,0,1,2.1679,1.22988,0,0.990003,0.051979,0.051979,-nan,-nan,-nan,0.051979,0,0.04,0.005,1
356,30,1,0,0,0,0,1,2.2493,1.29525,0,0.986981,0.0329302,-nan,-nan,-nan,0.0329302,-nan,0,0.04,0.005,1
351,31,0,1,1,0,0,1,2.16608,1.23428,0,0.968781,0.0369834,0.0369834,-nan,-nan,-nan,0.0369834,0,0.04,0.005,1
370,32,3,0,0,0,0,3,2.17293,1.2529,0,0.950432,0.0304105,-nan,-nan,-nan,0.0304105,-nan,0,0.04,0.005,1
371,33,1,0,0,0,0,1,2.19661,1.29294,0,0.910179,0.00651691,-nan,-nan,-nan,0.00651691,-nan,0,0.04,0.005,1
339,34,2,0,0,0,0,2,2.13105,1.20902,0,0.966682,0.0446505,-nan,-nan,-nan,0.0446505,-nan,0,0.04,0.005,1
336,35,0,2,2,0,0,2,2.19516,1.25166,0,0.944746,0.00123866,0.00123866,-nan,-nan,-nan,0.00123866,0,0.04,0.005,1
362,36,4,0,0,0,0,4,2.0809,1.15353,0,0.966477,0.0391055,-nan,-nan,-nan,0.0391055,-nan,0,0.04,0.005,1
384,37,0,0,0,0,0,0,2.22377,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0.04,0.005,1
346,38,0,3,3,0,0,3,2.15387,1.23854,0,0.946435,0.0311064,0.0311064,-nan,-nan,-nan,0.0311064,0,0.04,0.005,1
383,39,0,1,1,0,0,1,2.0862,1.15963,0,0.938548,0.0119704,0.0119704,-nan,-nan,-nan,0.0119704,0,0.04,0.005,1
344,40,1,0,0,0,0,1,2.14811,1.21384,0,0.939176,0.00490686,-nan,-nan,-nan,0.00490686,-nan,0,0.04,0.005,1
376,41,4,0,0,0,0,4,2.2883,1.37401,0,0.953669,0.0393747,-nan,-nan,-nan,0.0393747,-nan,0,0.04,0.005,1
367,42,1,0,0,0,0,1,2.1559,1.21373,0,0.980609,0.0384401,-nan,-nan,-nan,0.0384401,-nan,0,0.04,0.005,1
348,43,2,0,0,0,0,2,2.14423,1.20263,0,0.973246,0.0316446,-nan,-nan,-nan,0.0316446,-nan,0,0.04,0.005,1
375,44,0,1,1,0,0,1,2.13377,1.1551,0,0.988785,0.0101129,0.0101129,-nan,-nan,-nan,0.0101129,0,0.04,0.005,1
345,45,0,1,1,0,0,1,2.10333,1.17825,0,0.925873,0.000788981,0.000788981,-nan,-nan,-nan,0.000788981,0,0.04,0.005,1
357,46,4,0,0,0,0,4,2.16588,1.21528,0,0.974576,0.023973,-nan,-nan,-nan,0.023973,-nan,0,0.04,0.005,1
366,47,0,0,0,0,0,0,2.31176,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0.04,0.005,1
365,48,1,0,0,0,0,1,2.11292,1.19161,0,0.972335,0.0510284,-nan,-nan,-nan,0.0510284,-nan,0,0.04,0.005,1
359,49,0,2,2,0,0,2,2.09529,1.20566,0,0.968135,0.0785054,0.0785054,-nan,-nan,-nan,0.0785054,0,0.04,0.005,1
363,0,1,0,0,0,0,1,2.15433,1.21253,0.25,0.992767,0.0509723,-nan,-nan,-nan,0.0509723,-nan,0.25,0.04,0.005,1
341,1,0,1,0,1,0,1,2.20874,1.2692,0.25,0.948002,0.00845464,-nan,0.00845464,-nan,-nan,-nan,0.25,0.04,0.005,1
368,2,0,2,0,2,0,2,2.1448,1.19807,0.25,0.97552,0.028785,-nan,0.028785,-nan,-nan,-nan,0.25,0.04,0.005,1
340,3,0,3,0,3,0,3,2.09389,1.13987,0.25,0.965736,0.0117169,-nan,0.0117169,-nan,-nan,-nan,0.25,0.04,0.005,1
367,4,0,1,0,1,0,1,2.16164,1.246,0.25,0.960376,0.0447371,-nan,0.0447371,-nan,-nan,-nan,0.25,0.04,0.005,1
325,5,0,0,0,0,0,0,2.09211,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.25,0.04,0.005,1
371,6,0,2,0,2,0,2,2.24691,1.28439,0.25,0.979823,0.0173065,-nan,0.0173065,-nan,-nan,-nan,0.25,0.04,0.005,1
346,7,0,1,0,1,0,1,2.09835,1.17474,0.25,0.941665,0.0180492,-nan,0.0180492,-nan,-nan,-nan,0.25,0.04,0.005,1
354,8,3,0,0,0,0,3,2.08291,1.13669,0.25,0.98328,0.0370541,-nan,-nan,-nan,0.0370541,-nan,0.25,0.04,0.005,1
375,9,0,2,0,2,0,2,2.14619,1.22634,0.25,0.957572,0.0377198,-nan,0.0377198,-nan,-nan,-nan,0.25,0.04,0.005,1
366,10,0,2,0,2,0,2,2.17206,1.22411,0.25,0.98854,0.0405941,-nan,0.0405941,-nan,-nan,-nan,0.25,0.04,0.005,1
348,11,3,0,0,0,0,3,2.168,1.21425,0.25,0.973733,0.0199821,-nan,-nan,-nan,0.0199821,-nan,0.25,0.04,0.005,1
324,12,0,0,0,0,0,0,2.07964,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.25,0.04,0.005,1
364,13,0,0,0,0,0,0,2.16405,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.25,0.04,0.005,1
353,14,0,2,0,2,0,2,2.10482,1.14358,0.25,0.975661,0.0144173,-nan,0.0144173,-nan,-nan,-nan,0.25,0.04,0.005,1
354,15,0,3,0,3,0,3,2.15509,1.20708,0.25,0.974655,0.0266431,-nan,0.0266431,-nan,-nan,-nan,0.25,0.04,0.005,1
371,16,1,0,0,0,0,1,2.15423,1.21893,0.25,0.972789,0.0374957,-nan,-nan,-nan,0.0374957,-nan,0.25,0.04,0.005,1
360,17,1,0,0,0,0,1,2.17588,1.24446,0.25,0.960345,0.0289226,-nan,-nan,-nan,0.0289226,-nan,0.25,0.04,0.005,1
363,18,0,0,0,0,0,0,2.12841,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.25,0.04,0.005,1
347,19,0,1,0,1,0,1,2.25368,1.28966,0.25,0.993984,0.029963,-nan,0.029963,-nan,-nan,-nan,0.25,0.04,0.005,1
351,20,0,4,0,4,0,4,2.11641,1.18644,0.25,0.964044,0.0340741,-nan,0.0340741,-nan,-nan,-nan,0.25,0.04,0.005,1
374,21,0,1,0,1,0,1,2.17017,1.23289,0.25,0.990228,0.0529528,-nan,0.0529528,-nan,-nan,-nan,0.25,0.04,0.005,1
362,22,2,0,0,0,0,2,2.12123,1.19806,0.25,0.966674,0.0435024,-nan,-nan,-nan,0.0435024,-nan,0.25,0.04,0.005,1
382,23,0,1,0,1,0,1,2.18975,1.25671,0.25,0.939682,0.00664754,-nan,0.00664754,-nan,-nan,-nan,0.25,0.04,0.005,1
352,24,0,1,0,1,0,1,2.15947,1.21341,0.25,0.949848,0.00378506,-nan,0.00378506,-nan,-nan,-nan,0.25,0.04,0.005,1
333,25,0,2,0,2,0,2,2.11955,1.185,0.25,0.977564,0.0430087,-nan,0.0430087,-nan,-nan,-nan,0.25,0.04,0.005,1
380,26,0,1,0,1,0,1,2.30231,1.33051,0.25,0.98298,0.0111723,-nan,0.0111723,-nan,-nan,-nan,0.25,0.04,0.005,1
378,27,0,2,0,2,0,2,2.16888,1.23142,0.25,0.982135,0.0446804,-nan,0.0446804,-nan,-nan,-nan,0.25,0.04,0.005,1
326,28,0,0,0,0,0,0,2.05944,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.25,0.04,0.005,1
391,29,1,0,0,0,0,1,2.18342,1.23291,0.25,0.951447,0.000933691,-nan,-nan,-nan,0.000933691,-nan,0.25,0.04,0.005,1
355,30,0,1,0,1,0,1,2.10639,1.17547,0.25,0.999501,0.0685826,-nan,0.0685826,-nan,-nan,-nan,0.25,0.04,0.005,1
334,31,4,0,0,0,0,4,2.09908,1.18962,0.25,0.951473,0.0420145,-nan,-nan,-nan,0.0420145,-nan,0.25,0.04,0.005,1
350,32,0,6,0,6,0,6,2.13668,1.21366,0.25,0.95003,0.0270156,-nan,0.0270156,-nan,-nan,-nan,0.25,0.04,0.005,1
