Time,Rep,PopSizeF,PopSizeM,PopSizeM_Maj,PopSizeM_Min,PopSizeM_Juv,PopSize,CurrentEnv,avg_env,avg_thr,avg_res,avg_condition,avg_majM_condition,avg_minM_condition,avg_juvM_condition,avg_F_condition,avg_majM_display,iniT,MRate,MStdDev,Extinction
363,20,1,0,0,0,0,1,2.20229,1.25152,0,0.970576,0.0198112,-nan,-nan,-nan,0.0198112,-nan,0,0.02,0.035,1
395,21,0,1,1,0,0,1,2.26175,1.34369,0,0.99942,0.0813667,0.0813667,-nan,-nan,-nan,0.0813667,0,0.02,0.035,1
340,22,0,1,1,0,0,1,2.07203,1.17523,0,0.899176,0.00237652,0.00237652,-nan,-nan,-nan,0.00237652,0,0.02,0.035,1
335,23,1,0,0,0,0,1,2.14382,1.21547,0,0.973279,0.0449277,-nan,-nan,-nan,0.0449277,-nan,0,0.02,0.035,1
349,24,0,2,2,0,0,2,2.19471,1.28901,0,0.97333,0.0676363,0.0676363,-nan,-nan,-nan,0.0676363,0,0.02,0.035,1
368,25,0,2,2,0,0,2,2.21334,1.28388,0,0.957073,0.0276137,0.0276137,-nan,-nan,-nan,0.0276137,0,0.02,0.035,1
409,26,0,2,2,0,0,2,2.32554,1.42847,0,0.975895,0.0788237,0.0788237,-nan,-nan,-nan,0.0788237,0,0.02,0.035,1
389,27,0,1,1,0,0,1,2.33477,1.40269,0,0.933142,0.00105538,0.00105538,-nan,-nan,-nan,0.00105538,0,0.02,0.035,1
420,28,1,0,0,0,0,1,2.32115,1.36903,0,0.986477,0.0343545,-nan,-nan,-nan,0.0343545,-nan,0,0.02,0.035,1
335,29,0,4,4,0,0,4,2.12126,1.23233,0,0.914659,0.0257312,0.0257312,-nan,-nan,-nan,0.0257312,0,0.02,0.035,1
361,30,1,0,0,0,0,1,2.12812,1.20772,0,0.953774,0.0333736,-nan,-nan,-nan,0.0333736,-nan,0,0.02,0.035,1
338,31,0,2,2,0,0,2,2.20821,1.32072,0,0.93255,0.045058,0.045058,-nan,-nan,-nan,0.045058,0,0.02,0.035,1
385,32,0,0,0,0,0,0,2.26475,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0.02,0.035,1
353,33,0,1,1,0,0,1,2.25882,1.37442,0,0.98986,0.105463,0.105463,-nan,-nan,-nan,0.105463,0,0.02,0.035,1
352,34,0,1,1,0,0,1,2.22911,1.2948,0,0.967133,0.0328244,0.0328244,-nan,-nan,-nan,0.0328244,0,0.02,0.035,1
379,35,0,2,2,0,0,2,2.20172,1.264,0,0.966673,0.0289478,0.0289478,-nan,-nan,-nan,0.0289478,0,0.02,0.035,1
365,36,1,0,0,0,0,1,2.21347,1.2699,0,0.975044,0.0314739,-nan,-nan,-nan,0.0314739,-nan,0,0.02,0.035,1
371,37,1,0,0,0,0,1,2.2293,1.27449,0,0.960805,0.00599367,-nan,-nan,-nan,0.00599367,-nan,0,0.02,0.035,1
383,38,2,0,0,0,0,2,2.30426,1.39172,0,0.946161,0.0336196,-nan,-nan,-nan,0.0336196,-nan,0,0.02,0.035,1
387,39,0,0,0,0,0,0,2.20131,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0.02,0.035,1
354,40,0,2,2,0,0,2,2.14588,1.19811,0,0.966698,0.0189262,0.0189262,-nan,-nan,-nan,0.0189262,0,0.02,0.035,1
390,41,1,0,0,0,0,1,2.28189,1.29922,0,0.991129,0.00845962,-nan,-nan,-nan,0.00845962,-nan,0,0.02,0.035,1
387,42,0,0,0,0,0,0,2.24689,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0.02,0.035,1
343,43,1,0,0,0,0,1,2.11163,1.14244,0,0.982346,0.0131609,-nan,-nan,-nan,0.0131609,-nan,0,0.02,0.035,1
355,44,3,0,0,0,0,3,2.20727,1.27305,0,0.979548,0.0453349,-nan,-nan,-nan,0.0453349,-nan,0,0.02,0.035,1
373,45,0,1,1,0,0,1,2.22499,1.2903,0,0.97426,0.0395717,0.0395717,-nan,-nan,-nan,0.0395717,0,0.02,0.035,1
346,46,3,0,0,0,0,3,2.18068,1.26116,0,0.951631,0.0321115,-nan,-nan,-nan,0.0321115,-nan,0,0.02,0.035,1
381,47,1,0,0,0,0,1,2.252,1.30606,0,0.99929,0.0533559,-nan,-nan,-nan,0.0533559,-nan,0,0.02,0.035,1
379,48,2,0,0,0,0,2,2.1378,1.19809,0,0.974935,0.035224,-nan,-nan,-nan,0.035224,-nan,0,0.02,0.035,1
408,49,0,1,1,0,0,1,2.32524,1.39543,0,0.970782,0.0409718,0.0409718,-nan,-nan,-nan,0.0409718,0,0.02,0.035,1
380,0,0,1,0,1,0,1,2.2454,1.29512,0.25,0.980239,0.029958,-nan,0.029958,-nan,-nan,-nan,0.25,0.02,0.035,1
398,1,0,3,0,3,0,3,2.26298,1.34208,0.25,0.984022,0.0631229,-nan,0.0631229,-nan,-nan,-nan,0.25,0.02,0.035,1
368,2,1,0,0,0,0,1,2.20684,1.26071,0.25,0.977122,0.0309947,-nan,-nan,-nan,0.0309947,-nan,0.25,0.02,0.035,1
359,3,0,1,0,1,0,1,2.31143,1.36931,0.25,0.990002,0.0478909,-nan,0.0478909,-nan,-nan,-nan,0.25,0.02,0.035,1
334,4,2,0,0,0,0,2,2.16942,1.29161,0.25,0.935882,0.0580692,-nan,-nan,-nan,0.0580692,-nan,0.25,0.02,0.035,1
371,5,0,1,0,1,0,1,2.19357,1.30094,0.25,0.994241,0.101613,-nan,0.101613,-nan,-nan,-nan,0.25,0.02,0.035,1
384,6,1,0,0,0,0,1,2.24971,1.3383,0.25,0.922366,0.0109542,-nan,-nan,-nan,0.0109542,-nan,0.25,0.02,0.035,1
357,7,1,0,0,0,0,1,2.22097,1.27548,0.25,0.969988,0.0244987,-nan,-nan,-nan,0.0244987,-nan,0.25,0.02,0.035,1
360,8,0,4,0,4,0,4,2.14499,1.24754,0.25,0.948662,0.0512133,-nan,0.0512133,-nan,-nan,-nan,0.25,0.02,0.035,1
368,9,1,0,0,0,0,1,2.19882,1.26133,0.25,0.96954,0.0320452,-nan,-nan,-nan,0.0320452,-nan,0.25,0.02,0.035,1
397,10,1,0,0,0,0,1,2.19333,1.27132,0.25,0.98625,0.06424,-nan,-nan,-nan,0.06424,-nan,0.25,0.02,0.035,1
341,11,4,0,0,0,0,4,2.16856,1.24496,0.25,0.960663,0.0370565,-nan,-nan,-nan,0.0370565,-nan,0.25,0.02,0.035,1
370,12,1,0,0,0,0,1,2.21868,1.25989,0.25,0.975161,0.0163616,-nan,-nan,-nan,0.0163616,-nan,0.25,0.02,0.035,1
372,13,0,1,0,1,0,1,2.20049,1.26668,0.25,0.949901,0.0160875,-nan,0.0160875,-nan,-nan,-nan,0.25,0.02,0.035,1
355,14,0,0,0,0,0,0,2.21172,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.25,0.02,0.035,1
362,15,0,1,0,1,0,1,2.19988,1.22795,0.25,0.984396,0.0124745,-nan,0.0124745,-nan,-nan,-nan,0.25,0.02,0.035,1
332,16,1,0,0,0,0,1,2.15769,1.23621,0.25,0.936,0.0145152,-nan,-nan,-nan,0.0145152,-nan,0.25,0.02,0.035,1
316,17,2,0,0,0,0,2,2.17958,1.22069,0.25,0.985188,0.0262995,-nan,-nan,-nan,0.0262995,-nan,0.25,0.02,0.035,1
359,18,2,0,0,0,0,2,2.20022,1.29506,0.25,0.97096,0.0657979,-nan,-nan,-nan,0.0657979,-nan,0.25,0.02,0.035,1
388,19,0,1,0,1,0,1,2.2616,1.35833,0.25,0.904907,0.0016444,-nan,0.0016444,-nan,-nan,-nan,0.25,0.02,0.035,1
346,20,1,0,0,0,0,1,2.15559,1.24865,0.25,0.923917,0.0169774,-nan,-nan,-nan,0.0169774,-nan,0.25,0.02,0.035,1
380,21,1,0,0,0,0,1,2.21815,1.28757,0.25,0.936394,0.00581328,-nan,-nan,-nan,0.00581328,-nan,0.25,0.02,0.035,1
364,22,0,1,0,1,0,1,2.13425,1.23335,0.25,0.9133,0.012403,-nan,0.012403,-nan,-nan,-nan,0.25,0.02,0.035,1
357,23,0,4,0,4,0,4,2.08684,1.1849,0.25,0.953106,0.0511665,-nan,0.0511665,-nan,-nan,-nan,0.25,0.02,0.035,1
361,24,2,0,0,0,0,2,2.26111,1.33116,0.25,0.955859,0.0259116,-nan,-nan,-nan,0.0259116,-nan,0.25,0.02,0.035,1
382,25,0,2,0,2,0,2,2.2645,1.3256,0.25,0.965185,0.0262847,-nan,0.0262847,-nan,-nan,-nan,0.25,0.02,0.035,1
363,26,0,8,0,8,0,8,2.2463,1.3004,0.25,0.974486,0.0285898,-nan,0.0285898,-nan,-nan,-nan,0.25,0.02,0.035,1
358,27,0,2,0,2,0,2,2.29423,1.33317,0.25,0.982317,0.0212607,-nan,0.0212607,-nan,-nan,-nan,0.25,0.02,0.035,1
371,28,1,0,0,0,0,1,2.24729,1.28315,0.25,0.965005,0.000864477,-nan,-nan,-nan,0.000864477,-nan,0.25,0.02,0.035,1
364,29,1,0,0,0,0,1,2.25614,1.30351,0.25,0.980506,0.0278751,-nan,-nan,-nan,0.0278751,-nan,0.25,0.02,0.035,1
363,30,0,1,0,1,0,1,2.11244,1.1756,0.25,0.977378,0.0405342,-nan,0.0405342,-nan,-nan,-nan,0.25,0.02,0.035,1
371,31,0,2,0,2,0,2,2.24401,1.31951,0.25,0.973658,0.0491581,-nan,0.0491581,-nan,-nan,-nan,0.25,0.02,0.035,1
357,32,3,0,0,0,0,3,2.18504,1.23971,0.25,0.968852,0.0235244,-nan,-nan,-nan,0.0235244,-nan,0.25,0.02,0.035,1
398,33,2,0,0,0,0,2,2.27794,1.32879,0.25,0.978258,0.0291126,-nan,-nan,-nan,0.0291126,-nan,0.25,0.02,0.035,1
368,34,1,0,0,0,0,1,2.14463,1.24668,0.25,0.933798,0.0358414,-nan,-nan,-nan,0.0358414,-nan,0.25,0.02,0.035,1
375,35,0,6,0,6,0,6,2.22725,1.30326,0.25,0.952376,0.0283865,-nan,0.0283865,-nan,-nan,-nan,0.25,0.02,0.035,1
377,36,1,0,0,0,0,1,2.19483,1.24753,0.25,0.974853,0.0275549,-nan,-nan,-nan,0.0275549,-nan,0.25,0.02,0.035,1
335,37,0,1,0,1,0,1,2.14534,1.23377,0.25,0.936084,0.0245084,-nan,0.0245084,-nan,-nan,-nan,0.25,0.02,0.035,1
350,38,0,2,0,2,0,2,2.16379,1.22426,0.25,0.993134,0.0536017,-nan,0.0536017,-nan,-nan,-nan,0.25,0.02,0.035,1
373,39,0,1,0,1,0,1,2.23986,1.30249,0.25,0.943535,0.00616506,-nan,0.00616506,-nan,-nan,-nan,0.25,0.02,0.035,1
383,40,1,0,0,0,0,1,2.27851,1.34242,0.25,0.956931,0.0208382,-nan,-nan,-nan,0.0208382,-nan,0.25,0.02,0.035,1
360,41,1,0,0,0,0,1,2.18133,1.25411,0.25,0.984086,0.0568675,-nan,-nan,-nan,0.0568675,-nan,0.25,0.02,0.035,1
374,42,0,1,0,1,0,1,2.27765,1.31795,0.25,0.997505,0.0378062,-nan,0.0378062,-nan,-nan,-nan,0.25,0.02,0.035,1
371,43,0,1,0,1,0,1,2.24931,1.33689,0.25,0.93285,0.0204236,-nan,0.0204236,-nan,-nan,-nan,0.25,0.02,0.035,1
363,44,0,1,0,1,0,1,2.18647,1.22476,0.25,0.998113,0.0364059,-nan,0.0364059,-nan,-nan,-nan,0.25,0.02,0.035,1
404,45,0,1,0,1,0,1,2.33,1.43209,0.25,0.910148,0.0122404,-nan,0.0122404,-nan,-nan,-nan,0.25,0.02,0.035,1
391,46,0,3,0,3,0,3,2.2042,1.26122,0.25,0.979171,0.0361988,-nan,0.0361988,-nan,-nan,-nan,0.25,0.02,0.035,1
360,47,2,0,0,0,0,2,2.16167,1.24417,0.25,0.959455,0.0419494,-nan,-nan,-nan,0.0419494,-nan,0.25,0.02,0.035,1
397,48,0,2,0,2,0,2,2.31688,1.36557,0.25,0.958651,0.00733941,-nan,0.00733941,-nan,-nan,-nan,0.25,0.02,0.035,1
387,49,0,2,0,2,0,2,2.2939,1.33572,0.25,0.978516,0.0203372,-nan,0.0203372,-nan,-nan,-nan,0.25,0.02,0.035,1
334,0,1,0,0,0,0,1,2.1718,1.26125,0,0.922332,0.0117823,-nan,-nan,-nan,0.0117823,-nan,0,0.04,0.035,1
360,1,7,0,0,0,0,7,2.27225,1.40503,0,0.960727,0.0935006,-nan,-nan,-nan,0.0935006,-nan,0,0.04,0.035,1
387,2,0,1,1,0,0,1,2.38508,1.42661,0,0.999616,0.0411496,0.0411496,-nan,-nan,-nan,0.0411496,0,0.04,0.035,1
375,3,1,0,0,0,0,1,2.23151,1.31207,0,0.9211,0.00166849,-nan,-nan,-nan,0.00166849,-nan,0,0.04,0.035,1
353,4,0,1,1,0,0,1,2.19615,1.24065,0,0.978987,0.0234909,0.0234909,-nan,-nan,-nan,0.0234909,0,0.04,0.035,1
367,5,3,0,0,0,0,3,2.20912,1.29443,0,0.966169,0.0514784,-nan,-nan,-nan,0.0514784,-nan,0,0.04,0.035,1
373,6,1,0,0,0,0,1,2.315,1.41131,0,0.999454,0.0957631,-nan,-nan,-nan,0.0957631,-nan,0,0.04,0.035,1
367,7,0,1,1,0,0,1,2.23638,1.32452,0,0.935259,0.0233958,0.0233958,-nan,-nan,-nan,0.0233958,0,0.04,0.035,1
345,8,4,0,0,0,0,4,2.28675,1.33622,0,0.98691,0.036379,-nan,-nan,-nan,0.036379,-nan,0,0.04,0.035,1
403,9,0,2,2,0,0,2,2.42032,1.475,0,0.960492,0.0151758,0.0151758,-nan,-nan,-nan,0.0151758,0,0.04,0.035,1
398,10,1,0,0,0,0,1,2.2166,1.30807,0,0.988662,0.0801355,-nan,-nan,-nan,0.0801355,-nan,0,0.04,0.035,1
376,11,1,0,0,0,0,1,2.3149,1.40834,0,0.97365,0.0670896,-nan,-nan,-nan,0.0670896,-nan,0,0.04,0.035,1
383,12,0,1,1,0,0,1,2.21008,1.2581,0,0.995384,0.0433998,0.0433998,-nan,-nan,-nan,0.0433998,0,0.04,0.035,1
407,13,0,6,6,0,0,6,2.3667,1.47387,0,0.92932,0.0364905,0.0364905,-nan,-nan,-nan,0.0364905,0,0.04,0.035,1
376,14,0,1,1,0,0,1,2.31098,1.46258,0,0.917392,0.0689964,0.0689964,-nan,-nan,-nan,0.0689964,0,0.04,0.035,1
350,15,0,2,2,0,0,2,2.19826,1.25326,0,0.982169,0.0371716,0.0371716,-nan,-nan,-nan,0.0371716,0,0.04,0.035,1
393,16,0,2,2,0,0,2,2.40461,1.4424,0,0.972222,0.0100118,0.0100118,-nan,-nan,-nan,0.0100118,0,0.04,0.035,1
382,17,1,0,0,0,0,1,2.2759,1.3034,0,0.997995,0.0254922,-nan,-nan,-nan,0.0254922,-nan,0,0.04,0.035,1
369,18,0,2,2,0,0,2,2.27866,1.35703,0,0.927939,0.00630505,0.00630505,-nan,-nan,-nan,0.00630505,0,0.04,0.035,1
365,19,0,1,1,0,0,1,2.29669,1.37563,0,0.950674,0.0296123,0.0296123,-nan,-nan,-nan,0.0296123,0,0.04,0.035,1
362,20,0,1,1,0,0,1,2.19473,1.26205,0,0.943437,0.0107639,0.0107639,-nan,-nan,-nan,0.0107639,0,0.04,0.035,1
391,21,1,0,0,0,0,1,2.28262,1.33635,0,0.987952,0.0416794,-nan,-nan,-nan,0.0416794,-nan,0,0.04,0.035,1
384,22,0,0,0,0,0,0,2.34617,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0.04,0.035,1
371,23,0,5,5,0,0,5,2.32092,1.41577,0,0.959769,0.0546248,0.0546248,-nan,-nan,-nan,0.0546248,0,0.04,0.035,1
348,24,0,0,0,0,0,0,2.15179,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0.04,0.035,1
339,25,3,0,0,0,0,3,2.1866,1.28194,0,0.964912,0.0602523,-nan,-nan,-nan,0.0602523,-nan,0,0.04,0.035,1
387,26,0,2,2,0,0,2,2.22771,1.29313,0,0.980479,0.0458981,0.0458981,-nan,-nan,-nan,0.0458981,0,0.04,0.035,1
390,27,0,2,2,0,0,2,2.40141,1.45345,0,0.98958,0.0416235,0.0416235,-nan,-nan,-nan,0.0416235,0,0.04,0.035,1
370,28,0,1,1,0,0,1,2.24727,1.3381,0,0.937305,0.0281374,0.0281374,-nan,-nan,-nan,0.0281374,0,0.04,0.035,1
360,29,2,0,0,0,0,2,2.19024,1.22775,0,0.970407,0.00791511,-nan,-nan,-nan,0.00791511,-nan,0,0.04,0.035,1
406,30,1,0,0,0,0,1,2.41508,1.46942,0,0.965381,0.0197228,-nan,-nan,-nan,0.0197228,-nan,0,0.04,0.035,1
344,31,0,1,1,0,0,1,2.20557,1.3083,0,0.912165,0.0148912,0.0148912,-nan,-nan,-nan,0.0148912,0,0.04,0.035,1
411,32,1,0,0,0,0,1,2.2606,1.33035,0,0.965887,0.0356428,-nan,-nan,-nan,0.0356428,-nan,0,0.04,0.035,1
372,33,0,2,2,0,0,2,2.14159,1.19944,0,0.962894,0.0207471,0.0207471,-nan,-nan,-nan,0.0207471,0,0.04,0.035,1
362,34,0,1,1,0,0,1,2.19333,1.23448,0,0.988709,0.0298584,0.0298584,-nan,-nan,-nan,0.0298584,0,0.04,0.035,1
377,35,0,2,2,0,0,2,2.24524,1.35881,0,0.915023,0.028592,0.028592,-nan,-nan,-nan,0.028592,0,0.04,0.035,1
372,36,0,1,1,0,0,1,2.23443,1.34125,0,0.912481,0.0192986,0.0192986,-nan,-nan,-nan,0.0192986,0,0.04,0.035,1
391,37,1,0,0,0,0,1,2.32848,1.35863,0,0.992036,0.0221862,-nan,-nan,-nan,0.0221862,-nan,0,0.04,0.035,1
358,38,0,2,2,0,0,2,2.23341,1.3073,0,0.953463,0.0273565,0.0273565,-nan,-nan,-nan,0.0273565,0,0.04,0.035,1
369,39,0,2,2,0,0,2,2.16252,1.25946,0,0.953268,0.0502065,0.0502065,-nan,-nan,-nan,0.0502065,0,0.04,0.035,1
387,40,0,2,2,0,0,2,2.30106,1.37485,0,0.981916,0.0557094,0.0557094,-nan,-nan,-nan,0.0557094,0,0.04,0.035,1
378,41,0,1,1,0,0,1,2.22378,1.28944,0,0.999341,0.0650008,0.0650008,-nan,-nan,-nan,0.0650008,0,0.04,0.035,1
371,42,1,0,0,0,0,1,2.27071,1.37028,0,0.921115,0.0206893,-nan,-nan,-nan,0.0206893,-nan,0,0.04,0.035,1
378,43,1,0,0,0,0,1,2.31866,1.35088,0,0.997104,0.029319,-nan,-nan,-nan,0.029319,-nan,0,0.04,0.035,1
396,44,4,0,0,0,0,4,2.2949,1.35608,0,0.963918,0.0250961,-nan,-nan,-nan,0.0250961,-nan,0,0.04,0.035,1
355,45,1,0,0,0,0,1,2.24659,1.3351,0,0.960492,0.0490023,-nan,-nan,-nan,0.0490023,-nan,0,0.04,0.035,1
327,46,2,0,0,0,0,2,2.22336,1.29313,0,0.958542,0.0283112,-nan,-nan,-nan,0.0283112,-nan,0,0.04,0.035,1
336,47,0,4,4,0,0,4,2.16943,1.28489,0,0.945348,0.0608031,0.0608031,-nan,-nan,-nan,0.0608031,0,0.04,0.035,1
388,48,0,2,2,0,0,2,2.24652,1.36236,0,0.926069,0.0419052,0.0419052,-nan,-nan,-nan,0.0419052,0,0.04,0.035,1
383,49,0,0,0,0,0,0,2.22545,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0.04,0.035,1
379,0,1,0,0,0,0,1,2.23437,1.3127,0.25,0.923791,0.00211881,-nan,-nan,-nan,0.00211881,-nan,0.25,0.04,0.035,1
400,1,3,0,0,0,0,3,2.33756,1.39865,0.25,0.973714,0.0348046,-nan,-nan,-nan,0.0348046,-nan,0.25,0.04,0.035,1
383,2,0,1,0,1,0,1,2.27137,1.3473,0.25,0.999525,0.0754524,-nan,0.0754524,-nan,-nan,-nan,0.25,0.04,0.035,1
370,3,0,0,0,0,0,0,2.21064,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.25,0.04,0.035,1
366,4,0,2,0,2,0,2,2.2347,1.26214,0.25,0.990727,0.0181753,-nan,0.0181753,-nan,-nan,-nan,0.25,0.04,0.035,1
366,5,1,0,0,0,0,1,2.23133,1.24574,0.25,0.997699,0.0121119,-nan,-nan,-nan,0.0121119,-nan,0.25,0.04,0.035,1
374,6,2,0,0,0,0,2,2.31888,1.41587,0.25,0.982212,0.0792039,-nan,-nan,-nan,0.0792039,-nan,0.25,0.04,0.035,1
376,7,4,0,0,0,0,4,2.35737,1.41726,0.25,0.977266,0.037161,-nan,-nan,-nan,0.037161,-nan,0.25,0.04,0.035,1
381,8,1,0,0,0,0,1,2.29339,1.3885,0.25,0.908037,0.00315243,-nan,-nan,-nan,0.00315243,-nan,0.25,0.04,0.035,1
382,9,0,2,0,2,0,2,2.27003,1.31864,0.25,0.97664,0.0252471,-nan,0.0252471,-nan,-nan,-nan,0.25,0.04,0.035,1
375,10,0,1,0,1,0,1,2.34686,1.36304,0.25,0.985976,0.00215832,-nan,0.00215832,-nan,-nan,-nan,0.25,0.04,0.035,1
361,11,2,0,0,0,0,2,2.1822,1.23656,0.25,0.965207,0.0195638,-nan,-nan,-nan,0.0195638,-nan,0.25,0.04,0.035,1
387,12,0,3,0,3,0,3,2.17635,1.23736,0.25,0.968557,0.0295666,-nan,0.0295666,-nan,-nan,-nan,0.25,0.04,0.035,1
353,13,0,2,0,2,0,2,2.15478,1.26703,0.25,0.981502,0.0937484,-nan,0.0937484,-nan,-nan,-nan,0.25,0.04,0.035,1
379,14,0,0,0,0,0,0,2.35294,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.25,0.04,0.035,1
388,15,0,1,0,1,0,1,2.27923,1.33622,0.25,0.943467,0.000454135,-nan,0.000454135,-nan,-nan,-nan,0.25,0.04,0.035,1
386,16,0,2,0,2,0,2,2.34118,1.47291,0.25,0.893628,0.0253603,-nan,0.0253603,-nan,-nan,-nan,0.25,0.04,0.035,1
395,17,1,0,0,0,0,1,2.34476,1.40002,0.25,0.962046,0.0173046,-nan,-nan,-nan,0.0173046,-nan,0.25,0.04,0.035,1
384,18,3,0,0,0,0,3,2.32412,1.39961,0.25,0.950147,0.0256322,-nan,-nan,-nan,0.0256322,-nan,0.25,0.04,0.035,1
384,19,0,1,0,1,0,1,2.33234,1.37092,0.25,0.972139,0.0107108,-nan,0.0107108,-nan,-nan,-nan,0.25,0.04,0.035,1
355,20,3,0,0,0,0,3,2.24129,1.29157,0.25,0.965895,0.0161682,-nan,-nan,-nan,0.0161682,-nan,0.25,0.04,0.035,1
362,21,0,0,0,0,0,0,2.19473,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.25,0.04,0.035,1
396,22,0,0,0,0,0,0,2.32219,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.25,0.04,0.035,1
364,23,0,1,0,1,0,1,2.19289,1.23349,0.25,0.99626,0.0368587,-nan,0.0368587,-nan,-nan,-nan,0.25,0.04,0.035,1
358,24,2,0,0,0,0,2,2.19445,1.25603,0.25,0.950404,0.0119781,-nan,-nan,-nan,0.0119781,-nan,0.25,0.04,0.035,1
368,25,1,0,0,0,0,1,2.25033,1.27154,0.25,0.991693,0.0129044,-nan,-nan,-nan,0.0129044,-nan,0.25,0.04,0.035,1
404,26,0,0,0,0,0,0,2.33455,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.25,0.04,0.035,1
386,27,1,0,0,0,0,1,2.30071,1.36844,0.25,0.960853,0.0285864,-nan,-nan,-nan,0.0285864,-nan,0.25,0.04,0.035,1
349,28,1,0,0,0,0,1,2.12525,1.17991,0.25,0.965792,0.0204574,-nan,-nan,-nan,0.0204574,-nan,0.25,0.04,0.035,1
358,29,0,0,0,0,0,0,2.20884,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.25,0.04,0.035,1
402,30,2,0,0,0,0,2,2.41893,1.49896,0.25,0.976937,0.0569661,-nan,-nan,-nan,0.0569661,-nan,0.25,0.04,0.035,1
362,31,0,1,0,1,0,1,2.3154,1.40074,0.25,0.922074,0.00740629,-nan,0.00740629,-nan,-nan,-nan,0.25,0.04,0.035,1
371,32,2,0,0,0,0,2,2.20784,1.2906,0.25,0.972356,0.0551196,-nan,-nan,-nan,0.0551196,-nan,0.25,0.04,0.035,1
