Time,Rep,PopSizeF,PopSizeM,PopSizeM_Maj,PopSizeM_Min,PopSizeM_Juv,PopSize,CurrentEnv,avg_env,avg_thr,avg_res,avg_condition,avg_majM_condition,avg_minM_condition,avg_juvM_condition,avg_F_condition,avg_majM_display,iniT,MRate,MStdDev,Extinction
354,36,0,0,0,0,0,0,2.223,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0.02,0.03,1
327,37,0,1,1,0,0,1,2.15927,1.22099,0,0.986266,0.0479823,0.0479823,-nan,-nan,-nan,0.0479823,0,0.02,0.03,1
363,38,1,0,0,0,0,1,2.18712,1.24482,0,0.950681,0.00838054,-nan,-nan,-nan,0.00838054,-nan,0,0.02,0.03,1
354,39,0,2,2,0,0,2,2.28616,1.34516,0,0.96011,0.0191085,0.0191085,-nan,-nan,-nan,0.0191085,0,0.02,0.03,1
395,40,0,1,1,0,0,1,2.18273,1.24629,0,0.976191,0.0397451,0.0397451,-nan,-nan,-nan,0.0397451,0,0.02,0.03,1
367,41,1,0,0,0,0,1,2.24032,1.30685,0,0.949987,0.0165149,-nan,-nan,-nan,0.0165149,-nan,0,0.02,0.03,1
352,42,0,2,2,0,0,2,2.11419,1.15026,0,0.976613,0.0126856,0.0126856,-nan,-nan,-nan,0.0126856,0,0.02,0.03,1
352,43,1,0,0,0,0,1,2.09154,1.16406,0,0.970243,0.0427547,-nan,-nan,-nan,0.0427547,-nan,0,0.02,0.03,1
381,44,1,0,0,0,0,1,2.30816,1.38942,0,0.955236,0.0365005,-nan,-nan,-nan,0.0365005,-nan,0,0.02,0.03,1
337,45,0,4,4,0,0,4,2.11933,1.20814,0,0.948337,0.0371494,0.0371494,-nan,-nan,-nan,0.0371494,0,0.02,0.03,1
359,46,1,0,0,0,0,1,2.15897,1.21504,0,0.949751,0.00582678,-nan,-nan,-nan,0.00582678,-nan,0,0.02,0.03,1
364,47,1,0,0,0,0,1,2.11251,1.20809,0,0.993781,0.0893544,-nan,-nan,-nan,0.0893544,-nan,0,0.02,0.03,1
359,48,2,0,0,0,0,2,2.19774,1.26016,0,0.958203,0.0206246,-nan,-nan,-nan,0.0206246,-nan,0,0.02,0.03,1
417,49,1,0,0,0,0,1,2.31353,1.38534,0,0.960767,0.0325692,-nan,-nan,-nan,0.0325692,-nan,0,0.02,0.03,1
414,0,1,0,0,0,0,1,2.23212,1.32768,0.25,0.907036,0.00259276,-nan,-nan,-nan,0.00259276,-nan,0.25,0.02,0.03,1
340,1,0,2,0,2,0,2,2.16086,1.21745,0.25,0.954361,0.0109513,-nan,0.0109513,-nan,-nan,-nan,0.25,0.02,0.03,1
374,2,0,0,0,0,0,0,2.26755,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.25,0.02,0.03,1
376,3,0,1,0,1,0,1,2.2873,1.34675,0.25,0.965156,0.0246109,-nan,0.0246109,-nan,-nan,-nan,0.25,0.02,0.03,1
332,4,0,7,0,7,0,7,2.09748,1.20124,0.25,0.937823,0.0415758,-nan,0.0415758,-nan,-nan,-nan,0.25,0.02,0.03,1
341,5,0,5,0,5,0,5,2.22289,1.3212,0.25,0.950519,0.0488311,-nan,0.0488311,-nan,-nan,-nan,0.25,0.02,0.03,1
378,6,1,0,0,0,0,1,2.28001,1.36486,0.25,0.919755,0.0046081,-nan,-nan,-nan,0.0046081,-nan,0.25,0.02,0.03,1
362,7,0,2,0,2,0,2,2.19338,1.3122,0.25,0.935137,0.0539523,-nan,0.0539523,-nan,-nan,-nan,0.25,0.02,0.03,1
331,8,5,0,0,0,0,5,2.0888,1.16084,0.25,0.961378,0.0334173,-nan,-nan,-nan,0.0334173,-nan,0.25,0.02,0.03,1
414,9,0,1,0,1,0,1,2.32748,1.37475,0.25,0.992852,0.0401296,-nan,0.0401296,-nan,-nan,-nan,0.25,0.02,0.03,1
358,10,0,3,0,3,0,3,2.22873,1.30602,0.25,0.948575,0.0258701,-nan,0.0258701,-nan,-nan,-nan,0.25,0.02,0.03,1
396,11,0,2,0,2,0,2,2.25785,1.36242,0.25,0.947725,0.0522923,-nan,0.0522923,-nan,-nan,-nan,0.25,0.02,0.03,1
357,12,1,0,0,0,0,1,2.24732,1.33408,0.25,0.919899,0.00665231,-nan,-nan,-nan,0.00665231,-nan,0.25,0.02,0.03,1
397,13,1,0,0,0,0,1,2.24007,1.32028,0.25,0.937265,0.0174805,-nan,-nan,-nan,0.0174805,-nan,0.25,0.02,0.03,1
342,14,1,0,0,0,0,1,2.21026,1.25997,0.25,0.955103,0.00481191,-nan,-nan,-nan,0.00481191,-nan,0.25,0.02,0.03,1
343,15,0,1,0,1,0,1,2.23515,1.24924,0.25,0.989335,0.00342908,-nan,0.00342908,-nan,-nan,-nan,0.25,0.02,0.03,1
398,16,0,1,0,1,0,1,2.29358,1.32311,0.25,0.976683,0.00621626,-nan,0.00621626,-nan,-nan,-nan,0.25,0.02,0.03,1
397,17,0,6,0,6,0,6,2.12172,1.25077,0.25,0.917727,0.0467773,-nan,0.0467773,-nan,-nan,-nan,0.25,0.02,0.03,1
382,18,1,0,0,0,0,1,2.24075,1.30881,0.25,0.984443,0.0524995,-nan,-nan,-nan,0.0524995,-nan,0.25,0.02,0.03,1
380,19,0,0,0,0,0,0,2.25812,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.25,0.02,0.03,1
378,20,0,1,0,1,0,1,2.2302,1.26954,0.25,0.980604,0.0199471,-nan,0.0199471,-nan,-nan,-nan,0.25,0.02,0.03,1
367,21,0,0,0,0,0,0,2.22903,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.25,0.02,0.03,1
351,22,1,0,0,0,0,1,2.15902,1.21777,0.25,0.995143,0.0538961,-nan,-nan,-nan,0.0538961,-nan,0.25,0.02,0.03,1
357,23,1,0,0,0,0,1,2.19226,1.27413,0.25,0.960093,0.0419629,-nan,-nan,-nan,0.0419629,-nan,0.25,0.02,0.03,1
364,24,2,0,0,0,0,2,2.26796,1.32218,0.25,0.970916,0.0251414,-nan,-nan,-nan,0.0251414,-nan,0.25,0.02,0.03,1
397,25,0,1,0,1,0,1,2.41199,1.46808,0.25,0.977533,0.0336234,-nan,0.0336234,-nan,-nan,-nan,0.25,0.02,0.03,1
372,26,0,1,0,1,0,1,2.26342,1.33825,0.25,0.930238,0.00506913,-nan,0.00506913,-nan,-nan,-nan,0.25,0.02,0.03,1
358,27,1,0,0,0,0,1,2.12893,1.15763,0.25,0.998121,0.0268209,-nan,-nan,-nan,0.0268209,-nan,0.25,0.02,0.03,1
336,28,0,6,0,6,0,6,2.09037,1.17009,0.25,0.973372,0.0530888,-nan,0.0530888,-nan,-nan,-nan,0.25,0.02,0.03,1
358,29,0,1,0,1,0,1,2.15648,1.24231,0.25,0.987727,0.0735634,-nan,0.0735634,-nan,-nan,-nan,0.25,0.02,0.03,1
367,30,0,2,0,2,0,2,2.2576,1.34729,0.25,0.958697,0.0483827,-nan,0.0483827,-nan,-nan,-nan,0.25,0.02,0.03,1
378,31,0,2,0,2,0,2,2.20585,1.2594,0.25,0.983704,0.0372552,-nan,0.0372552,-nan,-nan,-nan,0.25,0.02,0.03,1
347,32,2,0,0,0,0,2,2.13301,1.18654,0.25,0.973387,0.026908,-nan,-nan,-nan,0.026908,-nan,0.25,0.02,0.03,1
359,33,2,0,0,0,0,2,2.13649,1.18909,0.25,0.981438,0.0340353,-nan,-nan,-nan,0.0340353,-nan,0.25,0.02,0.03,1
394,34,0,0,0,0,0,0,2.29104,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.25,0.02,0.03,1
365,35,0,1,0,1,0,1,2.23761,1.25943,0.25,0.986588,0.00840584,-nan,0.00840584,-nan,-nan,-nan,0.25,0.02,0.03,1
353,36,2,0,0,0,0,2,2.10164,1.12771,0.25,0.982098,0.00816745,-nan,-nan,-nan,0.00816745,-nan,0.25,0.02,0.03,1
358,37,0,2,0,2,0,2,2.13305,1.2185,0.25,0.964528,0.0499793,-nan,0.0499793,-nan,-nan,-nan,0.25,0.02,0.03,1
358,38,0,1,0,1,0,1,2.24752,1.27766,0.25,0.996623,0.0267634,-nan,0.0267634,-nan,-nan,-nan,0.25,0.02,0.03,1
385,39,0,3,0,3,0,3,2.16697,1.22972,0.25,0.986142,0.0488957,-nan,0.0488957,-nan,-nan,-nan,0.25,0.02,0.03,1
368,40,0,2,0,2,0,2,2.25325,1.32116,0.25,0.982164,0.0500658,-nan,0.0500658,-nan,-nan,-nan,0.25,0.02,0.03,1
382,41,0,1,0,1,0,1,2.24876,1.33303,0.25,0.992372,0.0766434,-nan,0.0766434,-nan,-nan,-nan,0.25,0.02,0.03,1
388,42,0,0,0,0,0,0,2.27469,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.25,0.02,0.03,1
364,43,1,0,0,0,0,1,2.21796,1.26203,0.25,0.96667,0.0107379,-nan,-nan,-nan,0.0107379,-nan,0.25,0.02,0.03,1
382,44,5,0,0,0,0,5,2.13038,1.21096,0.25,0.960462,0.0410408,-nan,-nan,-nan,0.0410408,-nan,0.25,0.02,0.03,1
319,45,1,0,0,0,0,1,2.08681,1.11937,0.25,0.989746,0.0223053,-nan,-nan,-nan,0.0223053,-nan,0.25,0.02,0.03,1
387,46,1,0,0,0,0,1,2.23431,1.32883,0.25,0.985131,0.0796518,-nan,-nan,-nan,0.0796518,-nan,0.25,0.02,0.03,1
340,47,2,0,0,0,0,2,2.17579,1.2324,0.25,0.983015,0.0396287,-nan,-nan,-nan,0.0396287,-nan,0.25,0.02,0.03,1
333,48,4,0,0,0,0,4,2.07605,1.14961,0.25,0.957363,0.0309253,-nan,-nan,-nan,0.0309253,-nan,0.25,0.02,0.03,1
335,49,3,0,0,0,0,3,2.1493,1.24042,0.25,0.939658,0.030778,-nan,-nan,-nan,0.030778,-nan,0.25,0.02,0.03,1
356,0,0,1,1,0,0,1,2.12479,1.17221,0,0.980787,0.0282032,0.0282032,-nan,-nan,-nan,0.0282032,0,0.04,0.03,1
435,1,0,1,1,0,0,1,2.51596,1.53102,0,0.993918,0.00897949,0.00897949,-nan,-nan,-nan,0.00897949,0,0.04,0.03,1
363,2,3,0,0,0,0,3,2.1757,1.24919,0,0.98323,0.0567168,-nan,-nan,-nan,0.0567168,-nan,0,0.04,0.03,1
341,3,0,2,2,0,0,2,2.17726,1.23007,0,0.968384,0.0211931,0.0211931,-nan,-nan,-nan,0.0211931,0,0.04,0.03,1
316,4,1,0,0,0,0,1,2.07114,1.15273,0,0.957595,0.0391786,-nan,-nan,-nan,0.0391786,-nan,0,0.04,0.03,1
407,5,2,0,0,0,0,2,2.24834,1.35863,0,0.942047,0.0523346,-nan,-nan,-nan,0.0523346,-nan,0,0.04,0.03,1
376,6,3,0,0,0,0,3,2.28103,1.35497,0,0.982204,0.0561459,-nan,-nan,-nan,0.0561459,-nan,0,0.04,0.03,1
360,7,1,0,0,0,0,1,2.20654,1.25915,0,0.963468,0.0160799,-nan,-nan,-nan,0.0160799,-nan,0,0.04,0.03,1
341,8,0,1,1,0,0,1,2.15794,1.23782,0,0.922711,0.00258409,0.00258409,-nan,-nan,-nan,0.00258409,0,0.04,0.03,1
356,9,0,3,3,0,0,3,2.15204,1.21277,0,0.970042,0.0307789,0.0307789,-nan,-nan,-nan,0.0307789,0,0.04,0.03,1
403,10,0,1,1,0,0,1,2.33056,1.3671,0,0.978953,0.0154898,0.0154898,-nan,-nan,-nan,0.0154898,0,0.04,0.03,1
380,11,2,0,0,0,0,2,2.42581,1.50473,0,0.943964,0.0228864,-nan,-nan,-nan,0.0228864,-nan,0,0.04,0.03,1
369,12,0,3,3,0,0,3,2.17137,1.27345,0,0.913744,0.0158173,0.0158173,-nan,-nan,-nan,0.0158173,0,0.04,0.03,1
372,13,0,2,2,0,0,2,2.21519,1.28152,0,0.983553,0.0498882,0.0498882,-nan,-nan,-nan,0.0498882,0,0.04,0.03,1
331,14,0,2,2,0,0,2,2.09985,1.18868,0,0.948437,0.0372727,0.0372727,-nan,-nan,-nan,0.0372727,0,0.04,0.03,1
361,15,0,1,1,0,0,1,2.20703,1.37217,0,0.916298,0.081443,0.081443,-nan,-nan,-nan,0.081443,0,0.04,0.03,1
411,16,1,0,0,0,0,1,2.20121,1.34951,0,0.868119,0.0164186,-nan,-nan,-nan,0.0164186,-nan,0,0.04,0.03,1
375,17,0,0,0,0,0,0,2.23121,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0.04,0.03,1
367,18,2,0,0,0,0,2,2.22624,1.3142,0,0.93891,0.0268695,-nan,-nan,-nan,0.0268695,-nan,0,0.04,0.03,1
365,19,2,0,0,0,0,2,2.19587,1.31411,0,0.931407,0.0496394,-nan,-nan,-nan,0.0496394,-nan,0,0.04,0.03,1
394,20,1,0,0,0,0,1,2.29077,1.33331,0,0.95898,0.00151674,-nan,-nan,-nan,0.00151674,-nan,0,0.04,0.03,1
362,21,2,0,0,0,0,2,2.14874,1.1874,0,0.979602,0.0182695,-nan,-nan,-nan,0.0182695,-nan,0,0.04,0.03,1
402,22,1,0,0,0,0,1,2.39098,1.47995,0,0.983843,0.0728168,-nan,-nan,-nan,0.0728168,-nan,0,0.04,0.03,1
401,23,2,0,0,0,0,2,2.28448,1.4067,0,0.915814,0.0380373,-nan,-nan,-nan,0.0380373,-nan,0,0.04,0.03,1
382,24,1,0,0,0,0,1,2.33824,1.3847,0,0.968266,0.0147282,-nan,-nan,-nan,0.0147282,-nan,0,0.04,0.03,1
375,25,1,0,0,0,0,1,2.20845,1.25199,0,0.976613,0.0201531,-nan,-nan,-nan,0.0201531,-nan,0,0.04,0.03,1
369,26,2,0,0,0,0,2,2.19099,1.27946,0,0.929758,0.0182257,-nan,-nan,-nan,0.0182257,-nan,0,0.04,0.03,1
356,27,0,1,1,0,0,1,2.23235,1.26026,0,0.988161,0.0160678,0.0160678,-nan,-nan,-nan,0.0160678,0,0.04,0.03,1
365,28,1,0,0,0,0,1,2.16849,1.2456,0,0.956183,0.0332874,-nan,-nan,-nan,0.0332874,-nan,0,0.04,0.03,1
371,29,0,5,5,0,0,5,2.2005,1.30669,0,0.947439,0.0536254,0.0536254,-nan,-nan,-nan,0.0536254,0,0.04,0.03,1
395,30,2,0,0,0,0,2,2.30033,1.36902,0,0.971712,0.0403984,-nan,-nan,-nan,0.0403984,-nan,0,0.04,0.03,1
360,31,1,0,0,0,0,1,2.19669,1.24431,0,0.985051,0.0326664,-nan,-nan,-nan,0.0326664,-nan,0,0.04,0.03,1
371,32,4,0,0,0,0,4,2.19733,1.32285,0,0.927555,0.0530742,-nan,-nan,-nan,0.0530742,-nan,0,0.04,0.03,1
348,33,4,0,0,0,0,4,2.19374,1.28528,0,0.955665,0.0472108,-nan,-nan,-nan,0.0472108,-nan,0,0.04,0.03,1
390,34,0,3,3,0,0,3,2.31756,1.40597,0,0.949582,0.0379956,0.0379956,-nan,-nan,-nan,0.0379956,0,0.04,0.03,1
337,35,1,0,0,0,0,1,2.08567,1.12538,0,0.973586,0.0132937,-nan,-nan,-nan,0.0132937,-nan,0,0.04,0.03,1
409,36,2,0,0,0,0,2,2.2364,1.31597,0,0.959487,0.0390588,-nan,-nan,-nan,0.0390588,-nan,0,0.04,0.03,1
365,37,0,3,3,0,0,3,2.18243,1.2596,0,0.968981,0.0461471,0.0461471,-nan,-nan,-nan,0.0461471,0,0.04,0.03,1
383,38,0,0,0,0,0,0,2.23344,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0.04,0.03,1
372,39,0,1,1,0,0,1,2.21699,1.33364,0,0.920049,0.0367063,0.0367063,-nan,-nan,-nan,0.0367063,0,0.04,0.03,1
330,40,4,0,0,0,0,4,2.06939,1.15873,0,0.95119,0.0405232,-nan,-nan,-nan,0.0405232,-nan,0,0.04,0.03,1
370,41,0,0,0,0,0,0,2.26059,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,0.04,0.03,1
354,42,0,1,1,0,0,1,2.27894,1.33707,0,0.970505,0.0286325,0.0286325,-nan,-nan,-nan,0.0286325,0,0.04,0.03,1
378,43,2,0,0,0,0,2,2.25669,1.3114,0,0.98584,0.0405456,-nan,-nan,-nan,0.0405456,-nan,0,0.04,0.03,1
344,44,2,0,0,0,0,2,2.06701,1.15251,0,0.957534,0.0430298,-nan,-nan,-nan,0.0430298,-nan,0,0.04,0.03,1
353,45,2,0,0,0,0,2,2.17362,1.285,0,0.927542,0.038917,-nan,-nan,-nan,0.038917,-nan,0,0.04,0.03,1
380,46,0,2,2,0,0,2,2.19259,1.25658,0,0.960377,0.0243673,0.0243673,-nan,-nan,-nan,0.0243673,0,0.04,0.03,1
346,47,0,1,1,0,0,1,2.14628,1.24787,0,0.901097,0.00268938,0.00268938,-nan,-nan,-nan,0.00268938,0,0.04,0.03,1
376,48,1,0,0,0,0,1,2.33811,1.377,0,0.996184,0.0350739,-nan,-nan,-nan,0.0350739,-nan,0,0.04,0.03,1
345,49,1,0,0,0,0,1,2.13157,1.22925,0,0.927415,0.0250921,-nan,-nan,-nan,0.0250921,-nan,0,0.04,0.03,1
358,0,0,1,0,1,0,1,2.22329,1.30046,0.25,0.947647,0.0248262,-nan,0.0248262,-nan,-nan,-nan,0.25,0.04,0.03,1
389,1,1,0,0,0,0,1,2.19996,1.28975,0.25,0.957751,0.0475392,-nan,-nan,-nan,0.0475392,-nan,0.25,0.04,0.03,1
355,2,0,1,0,1,0,1,2.24951,1.28139,0.25,0.994527,0.0264107,-nan,0.0264107,-nan,-nan,-nan,0.25,0.04,0.03,1
368,3,0,1,0,1,0,1,2.3481,1.4148,0.25,0.935805,0.00250673,-nan,0.00250673,-nan,-nan,-nan,0.25,0.04,0.03,1
360,4,0,1,0,1,0,1,2.18306,1.21471,0.25,0.973162,0.00481159,-nan,0.00481159,-nan,-nan,-nan,0.25,0.04,0.03,1
380,5,1,0,0,0,0,1,2.22637,1.31125,0.25,0.953833,0.0387082,-nan,-nan,-nan,0.0387082,-nan,0.25,0.04,0.03,1
373,6,0,1,0,1,0,1,2.17035,1.25188,0.25,0.996818,0.0783464,-nan,0.0783464,-nan,-nan,-nan,0.25,0.04,0.03,1
339,7,0,2,0,2,0,2,2.17235,1.20167,0.25,0.980363,0.00968836,-nan,0.00968836,-nan,-nan,-nan,0.25,0.04,0.03,1
342,8,0,1,0,1,0,1,2.22272,1.2582,0.25,0.969705,0.00518024,-nan,0.00518024,-nan,-nan,-nan,0.25,0.04,0.03,1
394,9,2,0,0,0,0,2,2.2092,1.26636,0.25,0.95938,0.0165416,-nan,-nan,-nan,0.0165416,-nan,0.25,0.04,0.03,1
343,10,3,0,0,0,0,3,2.21176,1.26591,0.25,0.983806,0.0379467,-nan,-nan,-nan,0.0379467,-nan,0.25,0.04,0.03,1
414,11,0,1,0,1,0,1,2.41144,1.45018,0.25,0.989652,0.0283836,-nan,0.0283836,-nan,-nan,-nan,0.25,0.04,0.03,1
345,12,1,0,0,0,0,1,2.10383,1.15178,0.25,0.959519,0.00746638,-nan,-nan,-nan,0.00746638,-nan,0.25,0.04,0.03,1
400,13,3,0,0,0,0,3,2.27644,1.3609,0.25,0.959552,0.0440062,-nan,-nan,-nan,0.0440062,-nan,0.25,0.04,0.03,1
349,14,1,0,0,0,0,1,2.24492,1.30488,0.25,0.997806,0.0577668,-nan,-nan,-nan,0.0577668,-nan,0.25,0.04,0.03,1
356,15,4,0,0,0,0,4,2.13448,1.2115,0.25,0.94482,0.0218405,-nan,-nan,-nan,0.0218405,-nan,0.25,0.04,0.03,1
382,16,0,1,0,1,0,1,2.26974,1.3784,0.25,0.931719,0.0403802,-nan,0.0403802,-nan,-nan,-nan,0.25,0.04,0.03,1
360,17,0,2,0,2,0,2,2.18557,1.25779,0.25,0.959935,0.0321499,-nan,0.0321499,-nan,-nan,-nan,0.25,0.04,0.03,1
429,18,0,0,0,0,0,0,2.3957,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.25,0.04,0.03,1
373,19,0,2,0,2,0,2,2.26795,1.34923,0.25,0.977645,0.0589207,-nan,0.0589207,-nan,-nan,-nan,0.25,0.04,0.03,1
396,20,1,0,0,0,0,1,2.45357,1.49552,0.25,0.999058,0.0410049,-nan,-nan,-nan,0.0410049,-nan,0.25,0.04,0.03,1
385,21,0,2,0,2,0,2,2.29178,1.37439,0.25,0.985178,0.0677873,-nan,0.0677873,-nan,-nan,-nan,0.25,0.04,0.03,1
394,22,1,0,0,0,0,1,2.27552,1.33733,0.25,0.985901,0.0477076,-nan,-nan,-nan,0.0477076,-nan,0.25,0.04,0.03,1
373,23,1,0,0,0,0,1,2.20324,1.25362,0.25,0.95095,0.00133142,-nan,-nan,-nan,0.00133142,-nan,0.25,0.04,0.03,1
346,24,0,0,0,0,0,0,2.12484,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.25,0.04,0.03,1
355,25,2,0,0,0,0,2,2.19554,1.28987,0.25,0.979755,0.0740857,-nan,-nan,-nan,0.0740857,-nan,0.25,0.04,0.03,1
377,26,0,2,0,2,0,2,2.32522,1.37114,0.25,0.991112,0.0370361,-nan,0.0370361,-nan,-nan,-nan,0.25,0.04,0.03,1
393,27,0,2,0,2,0,2,2.31055,1.35407,0.25,0.985194,0.0287209,-nan,0.0287209,-nan,-nan,-nan,0.25,0.04,0.03,1
367,28,3,0,0,0,0,3,2.24495,1.32464,0.25,0.954061,0.0337516,-nan,-nan,-nan,0.0337516,-nan,0.25,0.04,0.03,1
361,29,0,1,0,1,0,1,2.20285,1.2727,0.25,0.953487,0.0233318,-nan,0.0233318,-nan,-nan,-nan,0.25,0.04,0.03,1
401,30,0,3,0,3,0,3,2.43654,1.52851,0.25,0.957824,0.0497965,-nan,0.0497965,-nan,-nan,-nan,0.25,0.04,0.03,1
352,31,0,1,0,1,0,1,2.12899,1.2063,0.25,0.983267,0.0605741,-nan,0.0605741,-nan,-nan,-nan,0.25,0.04,0.03,1
375,32,0,1,0,1,0,1,2.37322,1.44046,0.25,0.994112,0.061356,-nan,0.061356,-nan,-nan,-nan,0.25,0.04,0.03,1
